,scennumb,nsites_train,intra,select,regression,idtrain,idtest,hm,y_ref,y_pred,TP,TN,weights
3175,3,2,0,1,0,34,1,1,1,1,1,0,0.703488372093
3176,3,2,0,1,0,34,1,1,0,0,0,1,0.703488372093
3177,3,2,0,1,0,34,1,1,0,0,0,1,0.703488372093
3178,3,2,0,1,0,34,1,0,0,1,0,0,0.703488372093
3179,3,2,0,1,0,34,1,1,0,0,0,1,0.703488372093
3180,3,2,0,1,0,34,1,1,0,0,0,1,0.703488372093
3181,3,2,0,1,0,34,1,1,1,1,1,0,0.703488372093
3182,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3183,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3184,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3185,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3186,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3187,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3188,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3189,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3190,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3191,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3192,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3193,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3194,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3195,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3196,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3197,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3198,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3199,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3200,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3201,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3202,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3203,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3204,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3205,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3206,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3207,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3208,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3209,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3210,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3211,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3212,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3213,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3214,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3215,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3216,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3217,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3218,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3219,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3220,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3221,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3222,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3223,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3224,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3225,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3226,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3227,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3228,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3229,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3230,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3231,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3232,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3233,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3234,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3235,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3236,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3237,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3238,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3239,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3240,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3241,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3242,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3243,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3244,3,2,0,0,0,34,1,0,1,0,0,0,0.703488372093
3245,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3246,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3247,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3248,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3249,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3250,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3251,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3252,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3253,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3254,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3255,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3256,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3257,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3258,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3259,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3260,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3261,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3262,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3263,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3264,3,2,0,0,0,34,1,0,0,1,0,0,0.703488372093
3265,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3266,3,2,0,0,0,34,1,1,0,0,0,1,0.703488372093
3267,3,2,0,0,0,34,1,1,1,1,1,0,0.703488372093
3268,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3269,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3270,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3271,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3272,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3273,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3274,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3275,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3276,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3277,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3278,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3279,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3280,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3281,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3282,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3283,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3284,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3285,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3286,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3287,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3288,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3289,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3290,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3291,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3292,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3293,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3294,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3295,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3296,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3297,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3298,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3299,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3300,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3301,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3302,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3303,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3304,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3305,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3306,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3307,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3308,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3309,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3310,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3311,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3312,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3313,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3314,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3315,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3316,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3317,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3318,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3319,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3320,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3321,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3322,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3323,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3324,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3325,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3326,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3327,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3328,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3329,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3330,3,2,0,1,1,34,1,0,1,0,0,0,0.703488372093
3331,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3332,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3333,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3334,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3335,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3336,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3337,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3338,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3339,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3340,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3341,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3342,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3343,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3344,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3345,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3346,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3347,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3348,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3349,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3350,3,2,0,1,1,34,1,0,0,1,0,0,0.703488372093
3351,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3352,3,2,0,1,1,34,1,1,0,0,0,1,0.703488372093
3353,3,2,0,1,1,34,1,1,1,1,1,0,0.703488372093
3354,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3355,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3356,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3357,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3358,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3359,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3360,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3361,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3362,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3363,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3364,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3365,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3366,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3367,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3368,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3369,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3370,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3371,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3372,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3373,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3374,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3375,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3376,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3377,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3378,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3379,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3380,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3381,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3382,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3383,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3384,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3385,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3386,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3387,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3388,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3389,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3390,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3391,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3392,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3393,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3394,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3395,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3396,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3397,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3398,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3399,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3400,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3401,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3402,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3403,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3404,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3405,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3406,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3407,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3408,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3409,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3410,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3411,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3412,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3413,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3414,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3415,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3416,3,2,0,0,1,34,1,0,1,0,0,0,0.703488372093
3417,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3418,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3419,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3420,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3421,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3422,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3423,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3424,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3425,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3426,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3427,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3428,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3429,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3430,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3431,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3432,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3433,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3434,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3435,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3436,3,2,0,0,1,34,1,0,0,1,0,0,0.703488372093
3437,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3438,3,2,0,0,1,34,1,1,0,0,0,1,0.703488372093
3439,3,2,0,0,1,34,1,1,1,1,1,0,0.703488372093
3440,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3441,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3442,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3443,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3444,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3445,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3446,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3447,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3448,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3449,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3450,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3451,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3452,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3453,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3454,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3455,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3456,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3457,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3458,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3459,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3460,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3461,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3462,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3463,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3464,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3465,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3466,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3467,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3468,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3469,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3470,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3471,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3472,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3473,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3474,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3475,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3476,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3477,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3478,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3479,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3480,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3481,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3482,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3483,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3484,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3485,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3486,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3487,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3488,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3489,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3490,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3491,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3492,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3493,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3494,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3495,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3496,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3497,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3498,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3499,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3500,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3501,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3502,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3503,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3504,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3505,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3506,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3507,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3508,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3509,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3510,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3511,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3512,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3513,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3514,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3515,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3516,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3517,9,3,1,1,0,123,1,0,1,0,0,0,0.703488372093
3518,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3519,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3520,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3521,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3522,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3523,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3524,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3525,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3526,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3527,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3528,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3529,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3530,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3531,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3532,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3533,9,3,1,1,0,123,1,0,0,1,0,0,0.703488372093
3534,9,3,1,1,0,123,1,1,0,0,0,1,0.703488372093
3535,9,3,1,1,0,123,1,1,1,1,1,0,0.703488372093
3536,7,3,1,0,0,123,1,0,1,0,0,0,0.703488372093
3537,7,3,1,0,0,123,1,0,0,1,0,0,0.703488372093
3538,7,3,1,0,0,123,1,0,0,1,0,0,0.703488372093
3539,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3540,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3541,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3542,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3543,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3544,7,3,1,0,0,123,1,0,0,1,0,0,0.703488372093
3545,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3546,7,3,1,0,0,123,1,0,0,1,0,0,0.703488372093
3547,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3548,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3549,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3550,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3551,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3552,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3553,7,3,1,0,0,123,1,0,1,0,0,0,0.703488372093
3554,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3555,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3556,7,3,1,0,0,123,1,0,0,1,0,0,0.703488372093
3557,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3558,7,3,1,0,0,123,1,0,1,0,0,0,0.703488372093
3559,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3560,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3561,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3562,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3563,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3564,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3565,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3566,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3567,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3568,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3569,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3570,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3571,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3572,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3573,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3574,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3575,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3576,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3577,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3578,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3579,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3580,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3581,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
3582,7,3,1,0,0,123,1,1,0,0,0,1,0.703488372093
3583,7,3,1,0,0,123,1,0,1,0,0,0,0.703488372093
3584,7,3,1,0,0,123,1,1,1,1,1,0,0.703488372093
